ID,Footfall
3826012,1039
3826112,1184
3826212,1276
3826312,1483
3826412,641
3826512,895
3826612,1051
3826712,1107
3826812,1138
3826912,1305
3827012,1501
3827112,787
3827212,863
3827312,1017
3827412,987
3827512,1166
3827612,1308
3827712,1493
3827812,1090
3827912,988
3828012,1088
3828112,969
3828212,1162
3828312,1315
3828412,1447
3828512,1094
3828612,1050
3828712,986
3828812,995
3828912,1236
3829012,1320
3829112,1422
3829212,1053
3829312,1048
3829412,972
3829512,1007
3829612,1216
3829712,1312
3829812,1415
3829912,945
3830012,948
3830112,922
3830212,1083
3830312,1193
3830412,1293
3830512,1484
3830612,831
3830712,806
3830812,826
3830912,972
3831012,1235
3831112,1290
3831212,1479
3831312,966
3831412,887
3831512,867
3831612,955
3831712,1200
3831812,1310
3831912,1527
3832012,845
3832112,850
3832212,825
3832312,993
3832412,1234
3832512,1305
3832612,1352
3832712,1059
3832812,1041
3832912,968
3833012,1075
3833112,1150
3833212,1274
3833312,1357
3833412,1088
3833512,1021
3833612,944
3833712,1074
3833812,1160
3833912,1241
3834012,1362
3834112,1104
3834212,1131
3834312,1115
3834412,1066
3834512,1051
3834612,1266
3834712,1439
3834812,892
3834912,911
3835012,998
3835112,1132
3835212,1072
3835312,1254
3835412,1381
3835512,983
3835612,1024
3835712,975
3835812,1105
3835912,1138
3836012,1304
3836112,1353
3836212,1074
3836312,1107
3836412,1080
3836512,1089
3836612,1132
3836712,1307
3836812,1420
3836912,1007
3837012,760
3837112,946
3837212,957
3837312,1205
3837412,1281
3837512,1350
3837612,1012
3837712,1011
3837812,1008
3837912,1084
3838012,1099
3838112,1227
3838212,1337
3838312,874
3838412,901
3838512,893
3838612,996
3838712,1159
3838812,1272
3838912,1326
3839012,1000
3839112,1022
3839212,979
3839312,848
3839412,1284
3839512,1367
3839612,1465
3839712,735
3839812,817
3839912,971
3840012,1124
3840112,1117
3840212,1306
3840312,1360
3840412,1038
3840512,1057
3840612,1067
3840712,1078
3840812,1165
3840912,1222
3841012,1411
3841112,1095
3841212,1035
3841312,1002
3841412,1036
3841512,1208
3841612,1309
3841712,1430
3841812,1019
3841912,869
3842012,992
3842112,961
3842212,1286
3842312,1376
3842412,1435
3842512,792
3842612,738
3842712,818
3842812,1016
3842912,1211
3843012,1273
3843112,1340
3843212,802
3843312,973
3843412,901
3843512,981
3843612,1186
3843712,1247
3843812,1401
3843912,1084
3844012,1060
3844112,1073
3844212,1051
3844312,1023
3844412,1413
3844512,1380
3844612,847
3844712,856
3844812,1011
3844912,938
3845012,1209
3845112,1317
3845212,1416
3845312,1040
3845412,1012
3845512,1029
3845612,1077
3845712,1100
3845812,1188
3845912,1330
3846012,813
3846112,762
3846212,1009
3846312,974
3846412,1166
3846512,1324
3846612,1394
3846712,803
3846812,836
3846912,988
3847012,1113
3847112,1126
3847212,1227
3847312,1561
3847412,927
3847512,998
3847612,1069
3847712,1086
3847812,1106
3847912,1390
3848012,1409
3848112,770
3848212,992
3848312,1022
3848412,1003
3848512,1032
3848612,1208
3848712,1377
3848812,987
3848912,1020
3849012,1038
3849112,1003
3849212,1165
3849312,1289
3849412,1396
3849512,812
3849612,926
3849712,907
3849812,1047
3849912,1114
3850012,1308
3850112,1396
3850212,1037
3850312,939
3850412,1124
3850512,1090
3850612,1239
3850712,1350
3850812,1418
3850912,907
3851012,788
3851112,842
3851212,921
3851312,1196
3851412,1425
3851512,1390
3851612,816
3851712,717
3851812,826
3851912,1107
3852012,1108
3852112,1153
3852212,1336
3852312,957
3852412,927
3852512,953
3852612,1077
3852712,1166
3852812,1342
3852912,1408
3853012,955
3853112,804
3853212,837
3853312,1014
3853412,1232
3853512,1261
3853612,1475
3853712,893
3853812,1022
3853912,909
3854012,1043
3854112,1039
3854212,1302
3854312,1478
3854412,1003
3854512,960
3854612,913
3854712,1037
3854812,1136
3854912,1312
3855012,1371
3855112,944
3855212,841
3855312,948
3855412,1051
3855512,1189
3855612,1321
3855712,1261
3855812,1045
3855912,1039
3856012,1095
3856112,1073
3856212,1062
3856312,1388
3856412,1374
3856512,759
3856612,774
3856712,986
3856812,1179
3856912,1111
3857012,1260
3857112,1380
3857212,631
3857312,827
3857412,876
3857512,938
3857612,1165
3857712,1302
3857812,1392
3857912,939
3858012,961
3858112,1015
3858212,1108
3858312,1308
3858412,1319
3858512,1584
3858612,746
3858712,832
3858812,1098
3858912,1100
3859012,1119
3859112,1341
3859212,1426
3859312,781
3859412,800
3859512,966
3859612,967
3859712,1180
3859812,1171
3859912,1288
3860012,959
3860112,975
3860212,880
3860312,998
3860412,1220
3860512,1368
3860612,1540
3860712,864
3860812,1066
3860912,1057
3861012,983
3861112,1133
3861212,1306
3861312,1333
3861412,911
3861512,1049
3861612,895
3861712,961
3861812,1146
3861912,1262
3862012,1412
3862112,762
3862212,718
3862312,825
3862412,985
3862512,1226
3862612,1243
3862712,1536
3862812,868
3862912,797
3863012,966
3863112,1046
3863212,1153
3863312,1253
3863412,1490
3863512,726
3863612,772
3863712,814
3863812,942
3863912,1193
3864012,1184
3864112,1452
3864212,866
3864312,843
3864412,809
3864512,1073
3864612,1139
3864712,1322
3864812,1442
3864912,854
3865012,761
3865112,791
3865212,1026
3865312,1251
3865412,1260
3865512,1480
3865612,708
3865712,789
3865812,947
3865912,1103
3866012,1211
3866112,1295
3866212,1374
3866312,959
3866412,1109
3866512,1127
3866612,1134
3866712,1154
3866812,1293
3866912,1372
3867012,1115
3867112,1085
3867212,1054
3867312,1111
3867412,1121
3867512,1175
3867612,1299
3867712,961
3867812,905
3867912,1095
3868012,992
3868112,1090
3868212,1293
3868312,1287
3868412,1102
3868512,1080
3868612,1015
3868712,1106
3868812,1222
3868912,1275
3869012,1417
3869112,1104
3869212,922
3869312,1052
3869412,1097
3869512,1119
3869612,1232
3869712,1382
3869812,904
3869912,832
3870012,904
3870112,1117
3870212,1140
3870312,1319
3870412,1452
3870512,1092
3870612,1108
3870712,1113
3870812,1120
3870912,1215
3871012,1292
3871112,1423
3871212,1027
3871312,794
3871412,1020
3871512,988
3871612,1215
3725713,1056
3725813,1118
3725913,1090
3726013,1105
3726113,1243
3726213,1402
3726313,1040
3726413,1026
3726513,952
3726613,1117
3726713,1107
3726813,1219
3726913,1273
3727013,777
3727113,730
3727213,875
3727313,1069
3727413,1116
3727513,1187
3727613,1383
3727713,1035
3727813,979
3727913,922
3728013,1013
3728113,1144
3728213,1291
3728313,1430
3728413,763
3728513,680
3728613,808
3728713,1117
3728813,1040
3728913,1301
3729013,1473
3729113,678
3729213,653
3729313,830
3729413,995
3729513,1167
3729613,1392
3729713,1416
3729813,862
3729913,917
3730013,929
3730113,962
3730213,1187
3730313,1244
3730413,1418
3730513,1007
3730613,904
3730713,1108
3730813,1128
3730913,1165
3731013,1293
3731113,1410
3731213,997
3731313,960
3731413,978
3731513,1014
3731613,1183
3731713,1251
3731813,1500
3731913,832
3732013,744
3732113,872
3732213,1157
3732313,1239
3732413,1314
3732513,1399
3732613,874
3732713,909
3732813,963
3732913,974
3733013,1254
3733113,1324
3733213,1490
3733313,941
3733413,876
3733513,993
3733613,981
3733713,1254
3733813,1348
3733913,1385
3734013,737
3734113,641
3734213,937
3734313,955
3734413,1181
3734513,1221
3734613,1307
3734713,824
3734813,804
3734913,892
3735013,983
3735113,1239
3735213,1226
3735313,1286
3735413,778
3735513,1051
3735613,1035
3735713,966
3735813,1075
3735913,1326
3736013,1397
3736113,861
3736213,804
3736313,1015
3736413,1069
3736513,1203
3736613,1257
3736713,1433
3736813,1008
3736913,1017
3737013,914
3737113,1047
3737213,1148
3737313,1330
3737413,1472
3737513,849
3737613,824
3737713,836
3737813,988
3737913,1207
3738013,1299
3738113,1396
3738213,722
3738313,636
3738413,982
3738513,966
3738613,1183
3738713,1271
3738813,1243
3738913,804
3739013,1005
3739113,974
3739213,966
3739313,1337
3739413,1422
3739513,1311
3739613,841
3739713,748
3739813,904
3739913,1031
3740013,1209
3740113,1432
3740213,1623
3740313,664
3740413,849
3740513,933
3740613,1038
3740713,1164
3740813,1153
3740913,1443
3741013,787
3741113,936
3741213,991
3741313,1164
3741413,1158
3741513,1336
3741613,1404
3741713,809
3741813,705
3741913,804
3742013,956
3742113,1191
3742213,1321
3742313,1417
3742413,1040
3742513,964
3742613,880
3742713,1021
3742813,1148
3742913,1331
3743013,1455
3743113,1090
3743213,1011
3743313,884
3743413,1011
3743513,1208
3743613,1319
3743713,1454
3743813,1034
3743913,835
3744013,1017
3744113,1111
3744213,1135
3744313,1324
3744413,1464
3744513,1011
3744613,1037
3744713,1025
3744813,1191
3744913,1145
3745013,1294
3745113,1379
3745213,856
3745313,1101
3745413,1016
3745513,1140
3745613,1124
3745713,1238
3745813,1305
3745913,613
3746013,798
3746113,858
3746213,922
3746313,1220
3746413,1328
3746513,1366
3746613,960
3746713,1052
3746813,1043
3746913,1136
3747013,1119
3747113,1346
3747213,1428
3747313,754
3747413,1046
3747513,1032
3747613,1018
3747713,1156
3747813,1279
3747913,1427
3748013,688
3748113,760
3748213,821
3748313,1067
3748413,1167
3748513,1416
3748613,1555
3748713,820
3748813,885
3748913,955
3749013,1071
3749113,1105
3749213,1373
3749313,1425
3749413,996
3749513,714
3749613,1008
3749713,1122
3749813,1179
3749913,1172
3750013,1416
3750113,872
3750213,684
3750313,937
3750413,1006
3750513,1264
3750613,1297
3750713,1442
3750813,693
3750913,1009
3751013,1009
3751113,1070
3751213,1075
3751313,1236
3751413,1444
3751513,988
3751613,966
3751713,961
3751813,928
3751913,1192
3752013,1306
3752113,1317
3752213,834
3752313,1027
3752413,1069
3752513,1049
3752613,1156
3752713,1290
3752813,1447
3752913,1017
3753013,1009
3753113,1037
3753213,1145
3753313,1112
3753413,1267
3753513,1328
3753613,703
3753713,732
3753813,844
3753913,986
3754013,1192
3754113,1295
3754213,1408
3754313,1085
3754413,1040
3754513,1069
3754613,1040
3754713,1130
3754813,1299
3754913,1398
3755013,746
3755113,742
3755213,818
3755313,953
3755413,1084
3755513,1455
3755613,1384
3755713,847
3755813,1056
3755913,940
3756013,1063
3756113,1136
3756213,1274
3756313,1398
3756413,1051
3756513,951
3756613,995
3756713,1021
3756813,1170
3756913,1328
3757013,1442
3757113,948
3757213,940
3757313,975
3757413,952
3757513,1245
3757613,1322
3757713,1476
3757813,751
3757913,827
3758013,1010
3758113,1066
3758213,1207
3758313,1319
3758413,1445
3758513,1135
3758613,968
3758713,964
3758813,977
3758913,1025
3759013,1302
3759113,1393
3759213,891
3759313,1006
3759413,929
3759513,943
3759613,1154
3759713,1312
3759813,1428
3759913,1077
3760013,944
3760113,885
3760213,976
3760313,1171
3760413,1274
3760513,1466
3760613,1032
3760713,985
3760813,925
3760913,1021
3761013,1176
3761113,1323
3761213,1432
3761313,1163
3761413,1035
3761513,1055
3761613,1105
3761713,1134
3761813,1303
3761913,1411
3762013,1183
3762113,1151
3762213,1000
3762313,1084
3762413,1188
3762513,1301
3762613,1413
3762713,994
3762813,933
3762913,1019
3763013,1032
3763113,1087
3763213,1324
3763313,1533
3763413,705
3763513,763
3763613,787
3763713,1045
3763813,1205
3763913,1438
3764013,1488
3764113,884
3764213,840
3764313,762
3764413,1022
3764513,1173
3764613,1379
3764713,1481
3764813,1016
3764913,1069
3765013,1170
3765113,1173
3765213,1152
3765313,1243
3765413,1294
3765513,1102
3765613,1080
3765713,1089
3765813,969
3765913,1062
3766013,1259
3766113,1471
3766213,909
3766313,708
3766413,779
3766513,1002
3766613,1224
3766713,1308
3766813,1393
3766913,746
3767013,726
3767113,906
3767213,949
3767313,1064
3767413,1328
3767513,1452
3767613,773
3767713,823
3767813,863
3767913,860
3768013,1142
3768113,1249
3768213,1296
3768313,691
3768413,659
3768513,936
3768613,1244
3768713,1252
3768813,1373
3768913,1462
3769013,836
3769113,813
3769213,833
3769313,1015
3769413,1159
3769513,1319
3769613,1484
3769713,918
3769813,862
3769913,840
3770013,983
3770113,1102
3770213,1391
3770313,1677
3770413,730
3770513,732
3770613,878
3770713,1242
3770813,1224
3770913,1293
3771013,1480
3771113,583
3771213,724
3771313,875
3771413,1092
3771513,1168
3771613,1368
3771713,1475
3771813,764
3771913,682
3772013,858
3772113,1020
3772213,1159
3772313,1279
3772413,1434
3772513,890
3772613,876
3772713,1100
3772813,1112
3772913,1249
3773013,1275
3773113,1431
3773213,802
3773313,876
3773413,1005
3773513,1108
3773613,1244
3773713,1161
3773813,1407
3773913,790
3774013,1024
3774113,836
3774213,981
3774313,1109
3774413,1355
3774513,1495
3774613,831
3774713,820
3774813,841
3774913,1146
3775013,1149
3775113,1321
3775213,1407
3775313,1072
3775413,1065
3775513,1038
3775613,1125
3775713,1030
3775813,1214
3775913,1431
3776013,796
3776113,848
3776213,982
3776313,1031
3776413,1022
3776513,1292
3776613,1314
3776713,975
3776813,822
3776913,862
3777013,952
3777113,1170
3777213,1301
3777313,1353
3777413,837
3777513,856
3777613,830
3777713,970
3777813,1276
3777913,1224
3778013,1399
3778113,791
3778213,835
3778313,1018
3778413,1142
3778513,1116
3778613,1388
3778713,1365
3778813,886
3778913,782
3779013,800
3779113,1049
3779213,1200
3779313,1260
3779413,1406
3779513,1116
3779613,999
3779713,903
3779813,967
3779913,1138
3780013,1176
3780113,1338
3780213,1035
3780313,996
3780413,1037
3780513,1120
3780613,1119
3780713,1284
3780813,1490
3780913,686
3781013,793
3781113,850
3781213,948
3781313,1109
3781413,1248
3781513,1361
3781613,706
3781713,776
3781813,821
3781913,975
3782013,1164
3782113,1289
3782213,1387
3782313,639
3782413,616
3782513,868
3782613,1000
3782713,1106
3782813,1338
3782913,1463
3783013,988
3783113,1037
3783213,1067
3783313,1083
3783413,1316
3783513,1423
3783613,1456
3783713,806
3783813,770
3783913,924
3784013,1029
3784113,1087
3784213,1320
3784313,1369
3784413,976
3784513,885
3784613,979
3784713,946
3784813,1236
3784913,1346
3785013,1442
3785113,1039
3785213,882
3785313,912
3785413,1069
3785513,1105
3785613,1359
3785713,1522
3785813,782
3785913,706
3786013,838
3786113,968
3786213,1179
3786313,1310
3786413,1357
3786513,993
3786613,1073
3786713,879
3786813,969
3786913,1324
3787013,1340
3787113,1485
3787213,841
3787313,891
3787413,931
3787513,936
3787613,1012
3787713,1304
3787813,1302
3787913,1018
3788013,1020
3788113,1046
3788213,920
3788313,1166
3788413,1242
3788513,1454
3788613,981
3788713,888
3788813,912
3788913,1001
3789013,1127
3789113,1396
3789213,1509
3789313,714
3789413,715
3789513,829
3789613,988
3789713,1255
3789813,1299
3789913,1412
3790013,668
3790113,659
3790213,1000
3790313,1072
